id,APP,commit url,types,cases,explanation,consequences,source-code locations,defect-triggering tests,correct source-code paths,consequences_details
282,gabacode/ChatBot-PDF,https://github.com/gabacode/ChatBot-PDF/tree/320476ac687db4ea0e9051b4b25ef6904d3a014d,missing llm input format validation,case1,Problem loading XLSX file,IC,modules/chatbot.py,"1. Set up: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the upload interface in the web UI.
4. Attempt to upload an XLSX file.
5. Observe if there is any problem or error message during the loading process of the XLSX file.(for example, TypeError: 'NoneType' object is not callable)",['modules/chatbot.py'],['incorrectness']
283,gabacode/ChatBot-PDF,https://github.com/gabacode/ChatBot-PDF/tree/320476ac687db4ea0e9051b4b25ef6904d3a014d,unclear context in prompt,/,Limit the answers to the file only.,IC,modules/history.py,"1. Set up: Ensure the project is correctly set up in your local environment.
2. Upload a file containing specific information for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded file.
6. Observe the response to ensure it is limited to the information within the uploaded file only, without including external or unrelated information.(for example, AttributeError: 'Chatbot' object has no attribute 'tell_joke')",['modules/history.py'],['incorrectness']
284,chinesewebman/doc-chatbot,https://github.com/chinesewebman/doc-chatbot/tree/d17caf9f0414bc7bc802774de1f13c5d746966fb,exceeding llm content limit,case1,can't upload multiples csv files for the chatbot,ST,"src/modules/chatbot.py
src/modules/sidebar.py","1. Set up: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the upload interface in the web UI.
4. Attempt to upload multiple CSV files.
5. Observe if the application fails to handle the upload of multiple CSV files for the chatbot.","['src/modules/sidebar.py', 'src/modules/chatbot.py']",['fail-stops']
285,chinesewebman/doc-chatbot,https://github.com/chinesewebman/doc-chatbot/tree/d17caf9f0414bc7bc802774de1f13c5d746966fb,imprecise knowledge retrieval,/,when the embeded file size increases the query time also increases dramatically,SL,"src/modules/chatbot.py
src/modules/embedder.py","1. Set up: Ensure the project is correctly set up in your local environment.
2. Prepare a series of files of varying sizes to be used for embedding.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the upload interface in the web UI.
5. Upload a small file and measure the query time by entering a relevant query.
6. Upload a medium-sized file and measure the query time by entering a relevant query.
7. Upload a large file and measure the query time by entering a relevant query.
8. Observe if the query time increases dramatically with the size of the embedded file.","['src/modules/embedder.py', 'src/modules/chatbot.py']",['slower execution']
286,chinesewebman/doc-chatbot,https://github.com/chinesewebman/doc-chatbot/tree/d17caf9f0414bc7bc802774de1f13c5d746966fb,missing llm input format validation,case1,Problem loading XLSX file,IC,"src/modules/layout.py
src/modules/utils.py","1. Set up: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the upload interface in the web UI.
4. Attempt to upload an XLSX file.
5. Observe if there is any problem or error message during the loading process of the XLSX file.(for example, TypeError: 'NoneType' object is not callable)","['src/modules/layout.py', 'src/modules/utils.py']",['incorrectness']
287,chinesewebman/doc-chatbot,https://github.com/chinesewebman/doc-chatbot/tree/d17caf9f0414bc7bc802774de1f13c5d746966fb,unclear context in prompt,/,Limit the answers to the file only.,IC,"src/modules/layout.py
src/modules/chatbot.py","1. Set up: Ensure the project is correctly set up in your local environment.
2. Upload a file containing specific information for querying.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded file.
6. Observe the response to ensure it is limited to the information within the uploaded file only, without including external or unrelated information.(for example, AttributeError: 'Chatbot' object has no attribute 'tell_joke')","['src/modules/layout.py', 'src/modules/chatbot.py']",['incorrectness']
288,Doriandarko/BabyAGIChatGPT,https://github.com/Doriandarko/BabyAGIChatGPT/tree/174491cbbc09d3f6ef0ec511e9e3b94e2615ffa0,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"openapi.yaml
main.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""",['main.py'],['incorrectness']
289,Doriandarko/BabyAGIChatGPT,https://github.com/Doriandarko/BabyAGIChatGPT/tree/174491cbbc09d3f6ef0ec511e9e3b94e2615ffa0,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,"openapi.yaml
main.py",Upload the pptx file.,['main.py'],['incorrectness']
290,Doriandarko/BabyAGIChatGPT,https://github.com/Doriandarko/BabyAGIChatGPT/tree/174491cbbc09d3f6ef0ec511e9e3b94e2615ffa0,exceeding llm content limit,/,Requested tokens exceed context window of 2048,ST,"openapi.yaml
main.py","

""1. Set up the application according to the README.md of this project
2. Upload a text document in the application's chat UI. Wait for multiple rounds of processing, and we will receive the following error:
‘...
Regarding completion_chunk",['main.py'],['fail-stops']
291,benjaminearlevans/Chatgpt-babyagi-plugin,https://github.com/benjaminearlevans/Chatgpt-babyagi-plugin/tree/771a5ba6e6b69c30020da7a139ccec868b4a3dc7,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"openapi.yaml
main.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""",['main.py'],['incorrectness']
292,benjaminearlevans/Chatgpt-babyagi-plugin,https://github.com/benjaminearlevans/Chatgpt-babyagi-plugin/tree/771a5ba6e6b69c30020da7a139ccec868b4a3dc7,missing llm input format validation,/,The analysis of PPT documents needs optimization,IC,"openapi.yaml
main.py",Upload the pptx file.,['main.py'],['incorrectness']
293,benjaminearlevans/Chatgpt-babyagi-plugin,https://github.com/benjaminearlevans/Chatgpt-babyagi-plugin/tree/771a5ba6e6b69c30020da7a139ccec868b4a3dc7,exceeding llm content limit,/,Requested tokens exceed context window of 2048,ST,"openapi.yaml
main.py","1. Set up the application according to the README.md of this project
2. Upload a text document in the application's chat UI. Wait for multiple rounds of processing, and we will receive the following error:
‘...
Regarding completion_chunk",['main.py'],['fail-stops']
294,junruxiong/IncarnaMind,https://github.com/junruxiong/IncarnaMind/tree/75564a3bf08d0006387889cdc9a76fc509ededd8,missing llm input format validation,/,pdf with only pictures and no text will cause the list index out of range,IC,"main.py
convo_qa_chain.py","1. Set up IncarnaMind: Ensure the project is correctly set up in your local environment.
2. Upload a PDF document that contains only pictures and no text.
3. Run the application: Execute `python app.py` or the relevant command to start the server.
4. Open the query interface in the web UI.
5. Enter a query related to the content of the uploaded PDF document.
6. Observe if a ""list index out of range"" error occurs when processing the PDF with only pictures and no text.(for example, AttributeError: 'NoneType' object has no attribute 'some_method')","['main.py', 'convo_qa_chain.py']",['incorrectness']
295,junruxiong/IncarnaMind,https://github.com/junruxiong/IncarnaMind/tree/75564a3bf08d0006387889cdc9a76fc509ededd8,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"toolkit/prompts.py
convo_qa_chain.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""",['toolkit/prompts.py'],['incorrectness']
296,junruxiong/IncarnaMind,https://github.com/junruxiong/IncarnaMind/tree/75564a3bf08d0006387889cdc9a76fc509ededd8,exceeding llm content limit,/,Requested tokens exceed context window of 2048,ST,"toolkit/together_api_llm.py
docs2db.py","

""1. Set up the application according to the README.md of this project
2. Upload a text document in the application's chat UI. Wait for multiple rounds of processing, and we will receive the following error:
‘...
Regarding completion_chunk",['toolkit/together_api_llm.py'],['fail-stops']
297,Codium-ai/pr-agent,https://github.com/Codium-ai/pr-agent/tree/41166dc271039f9952c8086005f6c4b242021221,missing llm input format validation,/,File type detection for code documentation ,ST,"pr_agent/algo/utils.py
pr_agent/servers/bitbucket_app.py
","1. Set up PR-Agent: Ensure the project is correctly set up in your local environment.
2. Run the application: Execute `python app.py` or the relevant command to start the server.
3. Open the code documentation interface in the web UI.
4. Upload various types of code files (e.g., .py, .js, .java, .cpp).
5. Observe if the application correctly detects and categorizes the file types for code documentation purposes.(for example, ValueError: Invalid URL 'None')","['pr_agent/servers/bitbucket_app.py', 'pr_agent/algo/utils.py']",['fail-stops']
298,Codium-ai/pr-agent,https://github.com/Codium-ai/pr-agent/tree/41166dc271039f9952c8086005f6c4b242021221,unclear context in prompt,/,The LLM's answers sometimes contradict the truth or the content of the uploaded file,IC,"pr_agent/algo/token_handler.py
pr_agent/tools/pr_questions.py","1.In the the application, select a character to converse with.
2.Ask the character vague or ambiguous questions/overly complex or contradictory Information
like ""Explain what it is."" or ""If the sun were blue, what color would the moon be?""","['pr_agent/algo/token_handler.py', 'pr_agent/tools/pr_questions.py']",['incorrectness']
